,PA01H:CO,PA01H:PM10,PA01H:PM25,PA01H:NO2,PA01H:NO,PA01H:NOX,PA01H:O3,OBJECTID
,PARIS 1er Les Halles,PARIS 1er Les Halles,PARIS 1er Les Halles,PARIS 1er Les Halles,PARIS 1er Les Halles,PARIS 1er Les Halles,PARIS 1er Les Halles,0
,PA01H,PA01H,PA01H,PA01H,PA01H,PA01H,PA01H,1
,Monoxyde de carbone,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote,ozone,2
,CO,PM10,PM25,NO2,NO,NOX,O3,3
,mg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2021/03/27 14:00:00+00,,9.200000,4.400000,9.300000,1.900000,12.100000,77.500000,2058
2021/03/27 15:00:00+00,,8.600000,3.900000,9.800000,1.600000,12.200000,77.600000,2059
2021/03/27 16:00:00+00,,10.600000,4.100000,10.900000,1.400000,13,78.200000,2060
2021/03/27 17:00:00+00,,12.700000,4.500000,11.300000,0.900000,12.700000,75.800000,2061
2021/03/27 18:00:00+00,,11.400000,4.700000,15.100000,0.700000,16.300000,72.300000,2062
2021/03/27 19:00:00+00,,11.200000,5.500000,19.200000,0.700000,20.300000,68,2063
2021/03/27 20:00:00+00,,11.800000,7.200000,22,0.600000,22.800000,61.500000,2064
2021/03/27 21:00:00+00,,13.900000,9.100000,25.700000,0.900000,27.100000,55.600000,2065
2021/03/27 22:00:00+00,,13,9.300000,23,0.800000,24.300000,55.800000,2066
2021/03/27 23:00:00+00,,14.900000,11.200000,26.200000,0.900000,27.500000,50.500000,2067
2021/03/28 00:00:00+00,,13.100000,8.900000,24.100000,0.800000,25.200000,52.100000,2068
2021/03/28 01:00:00+00,,10.400000,6.800000,19.700000,0.700000,20.800000,56,2069
2021/03/28 02:00:00+00,,10.200000,6.400000,19.700000,0.700000,20.700000,55.500000,2070
2021/03/28 03:00:00+00,,11.100000,6.800000,17,1,18.500000,58.800000,2071
2021/03/28 04:00:00+00,,12,7,19.300000,0.700000,20.400000,55.800000,2072
2021/03/28 05:00:00+00,,13.100000,7.800000,23.400000,1.500000,25.800000,49.700000,2073
2021/03/28 06:00:00+00,,13.100000,8,31,1.200000,32.900000,39.700000,2074
2021/03/28 07:00:00+00,,14.200000,9,36.500000,3.800000,42.400000,31.600000,2075
2021/03/28 08:00:00+00,,15.700000,9.600000,29.200000,6.800000,39.500000,41.100000,2076
2021/03/28 09:00:00+00,,15.700000,9.600000,22.400000,5.700000,31.300000,52.800000,2077
2021/03/28 10:00:00+00,,13.300000,6.700000,13,3,17.500000,71.100000,2078
2021/03/28 11:00:00+00,,12,5.400000,8.500000,1.500000,10.900000,80.900000,2079
2021/03/28 12:00:00+00,,11.200000,5.200000,7.600000,1.500000,9.900000,85,2080
2021/03/28 13:00:00+00,,10.700000,5.500000,7.600000,1.300000,9.500000,85.700000,2081
2021/03/28 14:00:00+00,,12.700000,5.700000,8,1.400000,10.100000,87.600000,2082
2021/03/28 15:00:00+00,,16.600000,5.900000,8.900000,1.500000,11.200000,88.600000,2083
2021/03/28 16:00:00+00,,16.600000,6.300000,9.600000,1.300000,11.600000,87.200000,2084
2021/03/28 17:00:00+00,,14.600000,5.700000,10.600000,1.100000,12.300000,86.300000,2085
2021/03/28 18:00:00+00,,9.700000,5.300000,16.600000,0.900000,18,80.800000,2086
2021/03/28 19:00:00+00,,10.600000,6.300000,22.200000,0.600000,23.100000,71.800000,2087
2021/03/28 20:00:00+00,,12.400000,7.900000,30.100000,0.600000,30.900000,61.400000,2088
2021/03/28 21:00:00+00,,12.800000,8.800000,31.600000,0.700000,32.600000,56.100000,2089
2021/03/28 22:00:00+00,,13.200000,9.700000,35.300000,0.700000,36.600000,47.400000,2090
2021/03/28 23:00:00+00,,14.200000,10.300000,43.500000,0.800000,44.700000,37.300000,2091
2021/03/29 00:00:00+00,,17.100000,12.300000,57.400000,1.100000,59,23.800000,2092
2021/03/29 01:00:00+00,,16.500000,11.700000,52.100000,1,53.700000,27.900000,2093
2021/03/29 02:00:00+00,,14.100000,10,40.600000,0.700000,41.600000,38.900000,2094
2021/03/29 03:00:00+00,,13,9.200000,42.300000,1.100000,43.900000,30.700000,2095
2021/03/29 04:00:00+00,,16.900000,11.600000,55.700000,2,58.700000,12.400000,2096
2021/03/29 05:00:00+00,,19.300000,12.300000,63.900000,7.300000,75.100000,6.100000,2097
2021/03/29 06:00:00+00,,25.500000,13.600000,74.800000,52.200000,154.900000,3.700000,2098
2021/03/29 07:00:00+00,,33.900000,15,75.500000,74.100000,189.100000,5.500000,2099
2021/03/29 08:00:00+00,,43.800000,17.700000,74.500000,80.400000,197.600000,9.100000,2100
2021/03/29 09:00:00+00,,49,20.600000,74.600000,67.400000,177.900000,17.700000,2101
2021/03/29 10:00:00+00,,45.700000,19.100000,70.900000,49.400000,146.800000,24.400000,2102
2021/03/29 11:00:00+00,,31,12.900000,47.400000,19.100000,76.500000,50,2103
2021/03/29 12:00:00+00,,22.100000,8.700000,30.100000,9,43.600000,67,2104
2021/03/29 13:00:00+00,,18.500000,7.800000,27.100000,6.100000,36.400000,75.400000,2105
2021/03/29 14:00:00+00,,19.400000,7.700000,21.500000,4.200000,28,83.200000,2106
2021/03/29 15:00:00+00,,18.900000,7.300000,19.200000,2.800000,23.400000,94.800000,2107
2021/03/29 16:00:00+00,,22.900000,8.200000,20.700000,2.100000,24,95.900000,2108
2021/03/29 17:00:00+00,,21,7.600000,23,1.500000,25.300000,94.900000,2109
2021/03/29 18:00:00+00,,29.900000,10.200000,39.900000,1.900000,42.700000,71,2110
2021/03/29 19:00:00+00,,32.700000,12.700000,56.500000,1.600000,58.900000,51,2111
2021/03/29 20:00:00+00,,25,12.400000,57.400000,1.800000,60.200000,49.500000,2112
2021/03/29 21:00:00+00,,24,13.600000,68.500000,2.100000,71.600000,39.300000,2113
2021/03/29 22:00:00+00,,29.800000,16.600000,74.700000,5.700000,83.400000,26.100000,2114
2021/03/29 23:00:00+00,,27.700000,18.900000,70.800000,8.400000,83.600000,26.700000,2115
2021/03/30 00:00:00+00,,28.100000,22,56.100000,1.100000,57.800000,38.900000,2116
2021/03/30 01:00:00+00,,31,24.100000,60.200000,1.700000,62.700000,29.500000,2117
2021/03/30 02:00:00+00,,39.300000,26.800000,67.500000,4.700000,74.700000,17.600000,2118
2021/03/30 03:00:00+00,,41.600000,28,84.100000,20.700000,115.900000,2.300000,2119
2021/03/30 04:00:00+00,,36,25.900000,81.200000,16.700000,106.900000,6.300000,2120
2021/03/30 05:00:00+00,,35.100000,27.100000,79.300000,3.500000,84.600000,8.700000,2121
2021/03/30 06:00:00+00,,40.700000,27.500000,89.800000,35.900000,144.800000,2.600000,2122
2021/03/30 07:00:00+00,,47.300000,26.400000,84.800000,45.400000,154.400000,9.600000,2123
2021/03/30 08:00:00+00,,48,23.700000,67.400000,23.800000,104,25.700000,2124
2021/03/30 09:00:00+00,,48.900000,23.800000,76,39.800000,137.100000,25.400000,2125
2021/03/30 10:00:00+00,,,,69.200000,29.600000,114.500000,37.300000,2126
2021/03/30 11:00:00+00,,,,60.800000,21,93,45.900000,2127
2021/03/30 12:00:00+00,,,,,,,,2128
2021/03/30 13:00:00+00,,26.500000,11.200000,21.800000,3.500000,27.100000,97.600000,2129
2021/03/30 14:00:00+00,,25.800000,11,23.100000,3.100000,27.900000,98.500000,2130
2021/03/30 15:00:00+00,,27,11.100000,24,2.800000,28.300000,100.400000,2131
2021/03/30 16:00:00+00,,31.400000,11.400000,22.400000,2.300000,25.900000,102.500000,2132
2021/03/30 17:00:00+00,,36.100000,12.700000,23.600000,1.500000,25.900000,103.300000,2133
2021/03/30 18:00:00+00,,36.500000,13.200000,35.700000,1.200000,37.700000,84.400000,2134
2021/03/30 19:00:00+00,,39.700000,16.200000,63.700000,1.400000,65.700000,49.900000,2135
2021/03/30 20:00:00+00,,42.300000,24.100000,99.700000,4.300000,106.300000,10.500000,2136
2021/03/30 21:00:00+00,,41.800000,21.600000,105.500000,15.200000,128.700000,4,2137
2021/03/30 22:00:00+00,,44.700000,24.300000,100.700000,24.100000,137.700000,3.600000,2138
2021/03/30 23:00:00+00,,42.800000,23.700000,102.300000,46,172.800000,3.700000,2139
2021/03/31 00:00:00+00,,42.700000,22.500000,106.200000,96.600000,254.300000,3.800000,2140
2021/03/31 01:00:00+00,,42,22.500000,94.700000,99.300000,246.800000,3.500000,2141
2021/03/31 02:00:00+00,,46.500000,24.400000,92.900000,108.200000,258.900000,3.700000,2142
2021/03/31 03:00:00+00,,41.900000,25.500000,92.700000,55.800000,178.300000,4.100000,2143
2021/03/31 04:00:00+00,,43.200000,25.500000,85,74.200000,198.700000,4,2144
2021/03/31 05:00:00+00,,48.300000,25.900000,83.200000,89.100000,219.800000,3.500000,2145
2021/03/31 06:00:00+00,,,27.600000,89.100000,140.900000,305.200000,3.800000,2146
2021/03/31 07:00:00+00,,,38.300000,89.400000,158.800000,332.800000,4.600000,2147
2021/03/31 08:00:00+00,,,32.700000,87.700000,109.400000,255.600000,7.300000,2148
2021/03/31 09:00:00+00,,,41.800000,96.200000,109.900000,264.700000,10.800000,2149
2021/03/31 10:00:00+00,,88.900000,39.600000,105.500000,91.400000,245.600000,15.500000,2150
2021/03/31 11:00:00+00,,65.900000,30.700000,88.600000,39.200000,148.700000,36.600000,2151
2021/03/31 12:00:00+00,,51.500000,24.400000,56.500000,13.600000,77.200000,71.700000,2152
2021/03/31 13:00:00+00,,36.300000,14.500000,25.300000,3.500000,30.800000,102.600000,2153
2021/03/31 14:00:00+00,,33.800000,10.400000,19.900000,2.400000,23.600000,106.700000,2154
2021/03/31 15:00:00+00,,39.300000,11.800000,18.500000,2.200000,21.800000,106.700000,2155
2021/03/31 16:00:00+00,,39.900000,12.700000,17.300000,1.600000,19.700000,110,2156
2021/03/31 17:00:00+00,,51.200000,13,26.500000,1.900000,29.400000,97.500000,2157
2021/03/31 18:00:00+00,,69.100000,17.400000,44.200000,2.400000,48,69,2158
2021/03/31 19:00:00+00,,50.100000,17.800000,78.400000,1.800000,81.200000,26.700000,2159
2021/03/31 20:00:00+00,,52.500000,20.300000,95.100000,7.800000,107.100000,5.400000,2160
2021/03/31 21:00:00+00,,53.600000,23.900000,97.500000,32.500000,147.300000,2.900000,2161
2021/03/31 22:00:00+00,,63.800000,28.300000,94,66.600000,196.100000,2.600000,2162
2021/03/31 23:00:00+00,,56.800000,26.900000,102.900000,95.800000,249.800000,2.600000,2163
2021/04/01 00:00:00+00,,52.800000,27.500000,103.500000,97.500000,253,2.100000,2164
2021/04/01 01:00:00+00,,54.300000,28.300000,100.200000,120.400000,284.800000,2.500000,2165
2021/04/01 02:00:00+00,,67.600000,32.900000,97.900000,135.300000,305.400000,2.200000,2166
2021/04/01 03:00:00+00,,59.500000,30.900000,93.200000,116.700000,272.200000,2.900000,2167
2021/04/01 04:00:00+00,,47.400000,27.400000,88.500000,102.200000,245.300000,3.100000,2168
2021/04/01 05:00:00+00,,47.500000,26.400000,82.500000,110,251,2.800000,2169
2021/04/01 06:00:00+00,,52.100000,25.700000,80,112.100000,251.700000,2.400000,2170
2021/04/01 07:00:00+00,,63.600000,26.800000,88.500000,130.300000,288.400000,3.400000,2171
2021/04/01 08:00:00+00,,85.600000,33.100000,100,113.800000,274.500000,5.800000,2172
2021/04/01 09:00:00+00,,91.200000,36.400000,102.600000,75.900000,219,13.400000,2173
2021/04/01 10:00:00+00,,98.500000,40.800000,97,49.800000,173.400000,24.100000,2174
2021/04/01 11:00:00+00,,71.900000,33.600000,78.700000,24,115.500000,45.500000,2175
2021/04/01 12:00:00+00,,60.900000,26.500000,50,12.100000,68.500000,77.100000,2176
2021/04/01 13:00:00+00,,40.100000,21.800000,19.400000,1.900000,22.400000,113,2177
2021/04/01 14:00:00+00,,37.800000,20.700000,16.900000,1.600000,19.400000,115.700000,2178
2021/04/01 15:00:00+00,,50.400000,25.500000,20,1.800000,22.700000,110.300000,2179
2021/04/01 16:00:00+00,,47.400000,24.400000,16.500000,1.200000,18.400000,115.500000,2180
2021/04/01 17:00:00+00,,48.500000,27.400000,21.500000,0.900000,22.800000,107,2181
2021/04/01 18:00:00+00,,78.300000,56.900000,40.900000,1.300000,42.900000,79.800000,2182
2021/04/01 19:00:00+00,,79.300000,61.900000,40.600000,0.400000,41.200000,82.900000,2183
2021/04/01 20:00:00+00,,98.900000,74.600000,41.800000,0.900000,43.100000,41.500000,2184
2021/04/01 21:00:00+00,,76.900000,53.700000,35.400000,1.200000,37.200000,35.500000,2185
2021/04/01 22:00:00+00,,66.900000,46.400000,33.200000,1.400000,35.400000,37.300000,2186
2021/04/01 23:00:00+00,,53.200000,31.200000,27.600000,1.200000,29.400000,36.700000,2187
2021/04/02 00:00:00+00,,38.100000,21.200000,23.100000,1.300000,25,35.600000,2188
2021/04/02 01:00:00+00,,35.400000,19.100000,20.500000,1.400000,22.600000,39.700000,2189
2021/04/02 02:00:00+00,,31.300000,17.600000,18,0.800000,19.200000,41.400000,2190
2021/04/02 03:00:00+00,,29.300000,17.500000,17.500000,1,19.100000,41.200000,2191
2021/04/02 04:00:00+00,,27.700000,17.300000,19.200000,0.900000,20.600000,37.900000,2192
2021/04/02 05:00:00+00,,27.400000,17.500000,24.900000,1.500000,27.100000,30,2193
2021/04/02 06:00:00+00,,28.600000,18.200000,29.400000,2.400000,33.100000,24.900000,2194
2021/04/02 07:00:00+00,,38.300000,22.900000,28.700000,8.400000,41.200000,25.500000,2195
2021/04/02 08:00:00+00,,36.300000,21,23.200000,6.600000,33.400000,34.900000,2196
2021/04/02 09:00:00+00,,34.100000,17.400000,19.200000,5.900000,28.200000,49.600000,2197
2021/04/02 10:00:00+00,,30.800000,15.100000,17.300000,5.100000,25.200000,56.800000,2198
2021/04/02 11:00:00+00,,28.800000,17.200000,15.300000,4.600000,22.300000,62.100000,2199
2021/04/02 12:00:00+00,,29,17.500000,13.300000,3.600000,18.800000,66.600000,2200
2021/04/02 13:00:00+00,,30.800000,14.900000,11.900000,2.500000,15.700000,77,2201
2021/04/02 14:00:00+00,,30.200000,13.800000,11.700000,2.400000,15.400000,77.900000,2202
2021/04/02 15:00:00+00,,,15.600000,13.300000,2.700000,17.400000,73.800000,2203
2021/04/02 16:00:00+00,,,18,15,2.600000,19,72.600000,2204
2021/04/02 17:00:00+00,,,19.900000,17.700000,2.300000,21.300000,71.200000,2205
2021/04/02 18:00:00+00,,,21.600000,20.500000,1.400000,22.700000,64.700000,2206
2021/04/02 19:00:00+00,,,18.100000,22.200000,0.700000,23.200000,64.400000,2207
2021/04/02 20:00:00+00,,31.400000,13.300000,19.100000,0.600000,20,67.700000,2208
2021/04/02 21:00:00+00,,23.600000,11.500000,14.600000,0.600000,15.600000,70.900000,2209
2021/04/02 22:00:00+00,,21.600000,12.100000,12.500000,0.400000,13.200000,72.100000,2210
2021/04/02 23:00:00+00,,20.100000,12.300000,11.900000,0.600000,12.700000,70.600000,2211
2021/04/03 00:00:00+00,,18,12.100000,10,0.500000,10.700000,72.800000,2212
2021/04/03 01:00:00+00,,20.800000,14.800000,9.400000,0.400000,10,74.900000,2213
2021/04/03 02:00:00+00,,14.700000,10,8.200000,0.400000,8.800000,77.100000,2214
2021/04/03 03:00:00+00,,11.700000,8.100000,8.200000,0.300000,8.700000,77.900000,2215
2021/04/03 04:00:00+00,,13.600000,9,9,0.300000,9.600000,77,2216
2021/04/03 05:00:00+00,,14.100000,9.600000,11.200000,0.600000,12,73.300000,2217
2021/04/03 06:00:00+00,,15.500000,10,14.200000,0.700000,15.300000,66.600000,2218
2021/04/03 07:00:00+00,,17.600000,10.800000,16.700000,1.300000,18.600000,62,2219
2021/04/03 08:00:00+00,,20.700000,12.600000,17.800000,1.300000,19.900000,65.900000,2220
2021/04/03 09:00:00+00,,22.500000,14,17.200000,1.500000,19.500000,67.500000,2221
2021/04/03 10:00:00+00,,26.100000,15.800000,13.400000,1.500000,15.700000,75.400000,2222
2021/04/03 11:00:00+00,,26.600000,16.100000,13,2,16,79.600000,2223
2021/04/03 12:00:00+00,,30,17.100000,13.800000,2.900000,18.200000,78.800000,2224
2021/04/03 13:00:00+00,,33.700000,17.800000,14,3.500000,19.300000,79.500000,2225
2021/04/03 14:00:00+00,,37.600000,18.800000,15.100000,3.900000,20.900000,79.700000,2226
2021/04/03 15:00:00+00,,28.600000,15.300000,12.700000,2.600000,16.800000,87,2227
2021/04/03 16:00:00+00,,29.100000,15.300000,12.100000,1.800000,14.800000,87.700000,2228
2021/04/03 17:00:00+00,,30.600000,16.600000,13.900000,1.200000,15.800000,83.600000,2229
2021/04/03 18:00:00+00,,26.600000,15.200000,15.600000,0.800000,17,79.900000,2230
2021/04/03 19:00:00+00,,24.400000,15.400000,18.900000,0.600000,19.800000,73.600000,2231
2021/04/03 20:00:00+00,,25.200000,15.700000,22.200000,0.600000,23.100000,69.300000,2232
2021/04/03 21:00:00+00,,31,19.100000,22.800000,0.800000,24,63.700000,2233
2021/04/03 22:00:00+00,,31.300000,18.100000,16.900000,0.600000,17.800000,68.700000,2234
2021/04/03 23:00:00+00,,27.500000,16.900000,14.700000,0.600000,15.500000,68.500000,2235
2021/04/04 00:00:00+00,,27.900000,17,14.600000,0.600000,15.700000,66.100000,2236
2021/04/04 01:00:00+00,,27.100000,16.500000,13.100000,0.600000,14,67.600000,2237
2021/04/04 02:00:00+00,,27.200000,16.300000,12.300000,0.700000,13.500000,68.100000,2238
2021/04/04 03:00:00+00,,29.100000,16.900000,,,,66.200000,2239
2021/04/04 04:00:00+00,,28.200000,17.700000,13.900000,0.500000,14.800000,63,2240
2021/04/04 05:00:00+00,,29.600000,18.400000,16.400000,0.600000,17.300000,58.500000,2241
2021/04/04 06:00:00+00,,31.500000,19.300000,19.100000,0.900000,20.400000,53.800000,2242
2021/04/04 07:00:00+00,,34.700000,20.400000,22,2.800000,26.400000,52.400000,2243
2021/04/04 08:00:00+00,,32.600000,20.700000,18.500000,4.100000,24.700000,58.700000,2244
2021/04/04 09:00:00+00,,32.400000,19.800000,16.700000,3.900000,22.600000,66.200000,2245
2021/04/04 10:00:00+00,,33,18.700000,16.500000,4.800000,23.800000,74,2246
2021/04/04 11:00:00+00,,,21.700000,12.200000,2.600000,16.200000,81.500000,2247
2021/04/04 12:00:00+00,,,24.600000,10.500000,1.800000,13.200000,85.200000,2248
2021/04/04 13:00:00+00,,,27.800000,11.800000,2.200000,15.100000,88.200000,2249
2021/04/04 14:00:00+00,,,27.700000,13.700000,2.800000,18,88.500000,2250
2021/04/04 15:00:00+00,,,25.600000,11.100000,1.600000,13.600000,89.300000,2251
2021/04/04 16:00:00+00,,,26.100000,10.900000,1.500000,13.200000,81.700000,2252
2021/04/04 17:00:00+00,,,24.500000,13.900000,1.400000,16,73.800000,2253
2021/04/04 18:00:00+00,,38.600000,22.900000,19.900000,1.200000,21.900000,67.200000,2254
2021/04/04 19:00:00+00,,33.900000,21.700000,22.300000,0.500000,23,65.600000,2255
2021/04/04 20:00:00+00,,33.300000,20.200000,20.600000,0.400000,21.100000,65.200000,2256
2021/04/04 21:00:00+00,,31.400000,20,17.700000,0.300000,18.300000,66.900000,2257
2021/04/04 22:00:00+00,,27.200000,18.100000,20.400000,0.500000,21.100000,59.700000,2258
2021/04/04 23:00:00+00,,29.800000,21.900000,27.200000,0.600000,28.100000,51.800000,2259
2021/04/05 00:00:00+00,,28.900000,21.200000,19.400000,0.700000,20.300000,63.200000,2260
2021/04/05 01:00:00+00,,23.900000,17.200000,13,0.500000,13.700000,70.400000,2261
2021/04/05 02:00:00+00,,23.500000,16.700000,11.700000,0.400000,12.500000,70.400000,2262
2021/04/05 03:00:00+00,,23.800000,18.100000,14.400000,0.500000,15,65.900000,2263
2021/04/05 04:00:00+00,,22.300000,16.700000,13.300000,0.500000,14.200000,70.300000,2264
2021/04/05 05:00:00+00,,20.800000,14.700000,14.800000,0.700000,15.800000,69,2265
2021/04/05 06:00:00+00,,24.200000,15.200000,14.200000,0.700000,15.200000,68.200000,2266
2021/04/05 07:00:00+00,,27.600000,15.800000,11.700000,0.900000,13,65.300000,2267
2021/04/05 08:00:00+00,,30.400000,16.600000,12.600000,1,14.200000,63.700000,2268
2021/04/05 09:00:00+00,,30.800000,18.800000,14.500000,1.400000,16.700000,60.300000,2269
2021/04/05 10:00:00+00,,,19,14.100000,1.900000,17.100000,61.600000,2270
2021/04/05 11:00:00+00,,,18.200000,14.200000,1.600000,16.600000,61.800000,2271
2021/04/05 12:00:00+00,,,15.800000,12.700000,0.900000,14.100000,67.100000,2272
2021/04/05 13:00:00+00,,12.800000,7.700000,16,1,17.600000,66.900000,2273
2021/04/05 14:00:00+00,,14.300000,8.700000,14,1.200000,15.900000,67.300000,2274
2021/04/05 15:00:00+00,,19,10,13.200000,0.900000,14.600000,70.900000,2275
2021/04/05 16:00:00+00,,20.900000,11.500000,15.900000,1.200000,17.700000,65.800000,2276
2021/04/05 17:00:00+00,,14.300000,9.300000,17,1,18.400000,66.300000,2277
2021/04/05 18:00:00+00,,15.700000,10.300000,17.500000,1.100000,19.200000,63.500000,2278
2021/04/05 19:00:00+00,,13.800000,8.800000,17,0.700000,18,70.400000,2279
2021/04/05 20:00:00+00,,13.400000,8.500000,16.800000,0.600000,17.600000,69.800000,2280
2021/04/05 21:00:00+00,,13.700000,7.700000,14.800000,0.500000,15.600000,73.300000,2281
2021/04/05 22:00:00+00,,14.300000,8.100000,15.700000,0.600000,16.500000,69,2282
2021/04/05 23:00:00+00,,15.800000,9.200000,16.300000,0.600000,17.200000,65.700000,2283
2021/04/06 00:00:00+00,,12.900000,6.400000,12.900000,0.400000,13.400000,65.500000,2284
2021/04/06 01:00:00+00,,13.400000,6.700000,17,0.400000,17.600000,60.900000,2285
2021/04/06 02:00:00+00,,14.900000,7.600000,20.600000,0.400000,21.200000,55.200000,2286
2021/04/06 03:00:00+00,,13.600000,7.700000,27.300000,0.700000,28.500000,46.500000,2287
2021/04/06 04:00:00+00,,13.500000,7.500000,25.700000,0.700000,26.900000,49.900000,2288
2021/04/06 05:00:00+00,,12.500000,6.800000,29.900000,0.900000,31.300000,46.200000,2289
2021/04/06 06:00:00+00,,17.500000,8.100000,52.200000,4.300000,58.700000,28.600000,2290
2021/04/06 07:00:00+00,,,9.800000,55.400000,14,76.800000,27.700000,2291
2021/04/06 08:00:00+00,,,10.800000,49.700000,17.900000,77.100000,32.700000,2292
2021/04/06 09:00:00+00,,,10.600000,28.800000,9.200000,43,50.900000,2293
2021/04/06 10:00:00+00,,,7.800000,17,4.200000,23.400000,62.500000,2294
2021/04/06 11:00:00+00,,,8.700000,17.600000,3.900000,23.500000,60.400000,2295
2021/04/06 12:00:00+00,,,,11.300000,2.800000,15.600000,70.100000,2296
2021/04/06 13:00:00+00,,,6.300000,9.700000,2.100000,12.900000,72.600000,2297
2021/04/06 14:00:00+00,,,8,12.200000,2.700000,16.200000,68.500000,2298
2021/04/06 15:00:00+00,,24.100000,5.800000,13.400000,2.300000,16.900000,72.700000,2299
2021/04/06 16:00:00+00,,14.100000,4.800000,16.600000,2,19.700000,66.400000,2300
2021/04/06 17:00:00+00,,14.200000,5.600000,14.400000,1.900000,17.400000,74.600000,2301
2021/04/06 18:00:00+00,,12.700000,4.200000,13.500000,1.200000,15.300000,72,2302
2021/04/06 19:00:00+00,,8.300000,3.900000,17.200000,0.800000,18.500000,68,2303
2021/04/06 20:00:00+00,,15.400000,5.900000,17,0.600000,18,69.400000,2304
2021/04/06 21:00:00+00,,9.100000,4.800000,21.400000,0.500000,22.200000,68,2305
2021/04/06 22:00:00+00,,9.200000,4.600000,12.400000,0.500000,13.300000,72.600000,2306
2021/04/06 23:00:00+00,,8.300000,4.300000,12.600000,0.500000,13.300000,70.300000,2307
2021/04/07 00:00:00+00,,9.500000,5.100000,15.300000,0.400000,15.900000,63.400000,2308
2021/04/07 01:00:00+00,,11.900000,5.900000,14.900000,0.500000,15.600000,62.200000,2309
2021/04/07 02:00:00+00,,10.900000,6.200000,15.200000,0.700000,16.200000,59.900000,2310
